poet,title,dynasty,year_start,year_end,year_precision,period,historical_place,modern_city,province,lon,lat,source_name,source_url,source_note,fact_grade,status
白居易,花非花,唐,,,unknown,,,,,,,古诗文网创作背景,https://www.gushiwen.cn/shiwenv_4ee40a0c2d3d.aspx,未找到可靠系年：古诗文网创作背景仅据《白氏长庆集》编次推测约与《简简吟》同时所作，未给出具体年份；cnkgraph开放API（Writing/15287）亦未系年。,D,candidate
白居易,池上,唐,835,835,exact,5,洛阳履道里宅池,洛阳市,河南省,112.45,34.62,cnkgraph唐宋文学编年地图开放API+古诗文网创作背景,https://open.cnkgraph.com/api/Writing/12603,cnkgraph开放API（题作“池上二绝 其二”）系于835年、地洛阳（CN4103）；古诗文网创作背景（https://www.gushiwen.cn/shiwenv_a8f44614071a.aspx）：据《白居易诗集校注》作于835年（大和九年）太子少傅分司东都洛阳时，游池边见小娃撑船而作；两源年份一致。,B,candidate
白居易,长相思·汴水流,唐,839,839,approximate,5,洛阳,洛阳市,河南省,112.45,34.62,古诗文网创作背景,https://www.gushiwen.cn/shiwenv_10ff29925d73.aspx,古诗文网创作背景引王汝弼《白居易选集》：据《白香山诗后集》《病中诗序》纪年，此词当系开成四年（839）春柳枝回南、白氏惜别之作——一家之说故取approximate；cnkgraph开放API（Writing/15282“长相思 其一 闺怨”）未系年；词牌标题按语料原样。,B,candidate
白居易,忆江南词三首,唐,837,837,approximate,5,洛阳,洛阳市,河南省,112.45,34.62,古诗文网创作背景,https://www.gushiwen.cn/shiwenv_dca0ef1f12bf.aspx,同《忆江南》条：古诗文网创作背景据刘禹锡开成二年（837）初夏洛阳唱和推断三首作于837年初夏；cnkgraph开放API（Writing/15280、15281、14537）三首均未系年；语料此条为三首全文，其一与“忆江南”条重复。,B,candidate
白居易,夜雨,唐,811,811,exact,2,,,,,,古诗文网创作背景,https://www.gushiwen.cn/shiwenv_efa7971405ab.aspx,古诗文网创作背景：“此诗是白居易四十岁即公元811年（元和六年）时所写”，为一位与作者相爱的女子而写；cnkgraph开放API该篇（Writing/14741）未系年；创作背景未言地点（是年白氏丁忧退居下邽，但页面未明言，不代填），坐标留空。,B,candidate
白居易,观刈麦,唐,807,807,disputed,2,盩厔,西安市周至县,陕西省,108.228551,34.169587,cnkgraph唐宋文学编年地图开放API+古诗文网创作背景,https://open.cnkgraph.com/api/Writing/14587,cnkgraph开放API系于807年、地周至（CN610124）；古诗文网创作背景（https://www.gushiwen.cn/shiwenv_796882166eaf.aspx）作“约805（元和元年误标）至806年（元和二年）间任盩厔县尉时”——两说并存，从cnkgraph取807；与已审核记录（807年）一致；807年春尚在盩厔尉任、按年份归入第2期。,B,superseded_by_verified
白居易,浪淘沙·借问江潮与海水,唐,827,840,approximate,5,洛阳,洛阳市,河南省,112.45,34.62,古诗文网创作背景,https://www.gushiwen.cn/shiwenv_139c20ac3fb8.aspx,古诗文网创作背景：“创作时间大约是在大和至开成年间（827-840），作者在洛阳所作”；cnkgraph开放API（Writing/12593“杂曲歌辞 其四 浪淘沙”，首句异文作“借问江湖与海水”）未系年；词牌标题按语料原样。,B,candidate
白居易,放言五首·其三,唐,815,815,exact,3,赴江州贬所途中,,,,,cnkgraph唐宋文学编年地图开放API+古诗文网创作背景,https://open.cnkgraph.com/api/Writing/13621,cnkgraph开放API系于815年；古诗文网创作背景（https://www.gushiwen.cn/shiwenv_cd10e204ea9f.aspx）：元和十年（815）贬江州司马赴任途中奉和元稹《放言》而作，此为第三首；途中之作无定点，坐标留空。,B,candidate
白居易,白云泉,唐,825,826,approximate,4,苏州天平山,苏州市,江苏省,120.62,31.32,古诗文网创作背景,https://www.gushiwen.cn/shiwenv_dc569a03436a.aspx,古诗文网创作背景：写于苏州刺史任内，时间在825年（宝历元年）至826年（宝历二年）之间；cnkgraph开放API（Writing/12502）未系年；坐标取place_dict苏州城（天平山在苏州城西，词典未单列）。,B,candidate
白居易,夜雪,唐,816,816,exact,3,江州,九江市,江西省,116.007993,29.711328,cnkgraph唐宋文学编年地图开放API+古诗文网创作背景,https://open.cnkgraph.com/api/Writing/14745,cnkgraph开放API系于816年、地九江（CN3604）；古诗文网创作背景（https://www.gushiwen.cn/shiwenv_fc0f5406ef57.aspx）：元和十一年（816）冬贬江州司马任上作；与已审核记录（816年）一致。,B,superseded_by_verified
